"Event","Frequency"
"[name] reached on a throwing error by [position], SAC, bunt (count)","94"
"[name] grounded out to [position] unassisted, bunt, RBI","1"
"[name] to [position] for Murray, Tyler","1"
"[name] AJ pinch hit for [name]","1"
"[name] to [position] for ANDERSON,Rya","3"
"[name] reached on a fielding error by [position], advanced to [base], advanced to [base] on a throwing error by [position] (count)","1"
"[name] reached on a fielder's choice, advanced to [base] on an error by [position] (count)","9"
"[name] doubled down the [position] line, 2 RBI","69"
"[name] struck out (count)","440"
"[name] singled through the left side, advanced to [base] on an error by [position]","5"
"[name] Jak grounded out to [position]","2"
"[name] Hunte grounded out to [position] (count)","13"
"[name] singled to [fieldLocation], RBI, advanced to [base] on a fielding error by [position]","3"
"[name] McClain walked","3"
"[name] Ryan doubled to [fieldLocation], 2 RBI","1"
"[name] reached on a dropped fly by [position], SAC, bunt (count)","1"
"Montes to [position] for [name]","5"
"[name] Alex out at [base] [position] to [position], caught stealing","1"
"[name] advanced to [base], advanced to [base] on a fielding error by [position], unearned","1"
"[name] doubled to [fieldLocation], advanced to [base], interference (count)","1"
"[name] advanced to [base] on the throw, scored on the error, unearned","1"
"[name] lined out to [position] up the middle (count)","21"
"[name] singled, RBI","215"
"[name] pinch hit for [name] [name]","1"
"[name] fouled into double play [position] to [position], bunt (count)","1"
"[name] Antho reached on a fielder's choice to [fieldLocation] (count)","1"
"[name] singled through the right side, 2 RBI, advanced to [base] (count)","2"
"[name] reached on an error by [position], advanced to [base] on an error by [position], RBI (count)","1"
"[name] Matt scored","1"
"[name] reached on an error by [position], RBI, unearned (count)","1"
"[name] doubled, RBI, scored on a throwing error by [position], unearned (count)","1"
"[name] singled to [fieldLocation], advanced to [base], advanced to [base] on a throwing error by [position] (count)","1"
"MCCAULEY,Dan to [position] for [name]","1"
"[name] Jimenez advanced to [base] on a passed ball","1"
"[name] singled up the middle, RBI, advanced to [base] on a throwing error by [position] (count)","3"
"[name] Cole struck out swinging","2"
"[name] homered down the [fieldLocation], 4 RBI","1"
"[name] singled up the middle, advanced to [base], advanced to [base] on an error by [position], 2 RBI (count)","1"
"[name] Rei reached on a fielder's choice (count)","1"
"[name] reached [base] on a fielding error by [position], advanced to [base] on the error","1"
"[name] relieved with a 2-0 count","1"
"[name] advanced to [base] on an error by [position], advanced to [base] on the throw, failed pickoff attempt","2"
"[name] to [position] for [name] Tho","5"
"[name] singled, SAC, bunt, RBI (count)","3"
"[name] singled to [fieldLocation], RBI, advanced to [base], advanced to [base] on a throwing error by [position] (count)","1"
"[name] to [position] for [name] C","1"
"[name] reached on a fielding error by [position], advanced to [base], advanced to [base] on a throwing error by [position], scored, unearned (count)","1"
"[name] Col scored","3"
"[name] Jack advanced to [base], out at [base] [position] to [position]","1"
"[name] advanced to [base] on the error, advanced to [base] on the error, scored on the error","1"
"[name] reached on a fielder's choice to [fieldLocation]","450"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], advanced to [base] on the error (count)","1"
"[name] Aust to [position] for [name] Eri","1"
"[name] struck out swinging, reached [base], out at [base] [position] to [position]","1"
"[name] doubled down the [fieldLocation], RBI, advanced to [base] on the throw (count)","3"
"J.H. [name] to [position] for [name]","10"
"[name] singled up the middle, 2 RBI, advanced to [base] on a throwing error by [position]","2"
"[name] to [position] for WALD[name]","1"
"[name] H.","1"
"[name] to [position] for [name] G","5"
"[name] to [position] for [name] H","1"
"[name] to [position] for [name] I","15"
"[name] Chris to [position] for [name] Jesse","1"
"[name] out on the play, caught stealing, out at home [position] to [position] to [position]","1"
"[name] Denz'l to [position] for [name]","1"
"[name] advanced to [base] on an error by [position], advanced to [base]","75"
"[name] out at home [position] unassisted, out on the play","1"
"[name] reached on an error by [position]","925"
"[name] Richar scored","4"
"D. [name] struck out swinging (count)","8"
"HAMMERS,Matt pinch hit for [name]","6"
"[name] fouled out to [position], bunt (count)","210"
"[name] Jac walked","2"
"[name] homered through the left side, 2 RBI (count)","1"
"[name] I to [position] for Baillie, D","1"
"[name] lined into double play [position] to [position] to [position]","3"
"[name] scored on an error by [position]","21"
"K. [name] flied out to [position] (count)","1"
"[name] safe on a fielding error by [position], no advance","1"
"McClain [name] tripled to [fieldLocation], RBI","1"
"[name] doubled, out at [base] [position] to [position] to [position] to [position] to [position] (count)","1"
"[name] singled through the right side, RBI, advanced to [base] on the throw (count)","13"
"[name] Jac struck out looking (count)","7"
"[name] advanced to [base] on a muffed throw by [position], failed pickoff attempt, advanced to [base]","1"
"[name] singled to catcher, bunt, advanced to [base] on an error by [position] (count)","1"
"[name] stole [base], scored on the error","1"
"[name] Jeff was intentionally walked","1"
"[name] Bre struck out swinging (count)","9"
"[name] singled up the middle (count)","8376"
"[name] Hunter struck out swinging","4"
"D. [name] struck out swinging","2"
"[name] Col struck out swinging","2"
"[name] reached on a fielder's choice to pitcher, bunt, SAC, RBI (count)","2"
"[name] advanced to [base], advanced to [base] on a fielding error by [position], scored on the error","1"
"[name] diving play in the hole for the out","1"
"ERSNT, Aaron to [position] for [name]","1"
"[name] line drive off glove of [name] and into foul territory","1"
"[name] pinch hit for BOSELLI","1"
"[name] tagged out rounding [base] after throw from 2B got through","1"
"[name] doubled down the [position] line, out at [base] [position] to [position] to [position], 2 RBI (count)","2"
"[name] flied into double play [position] to [position] to [position] to [position], SF, RBI","1"
"[name] struck out swinging, out at [base] [position] to [position] to [position]","2"
"[name] doubled, out at [base] [position] to [position] to [position] to [position]","1"
"[name] doubled, advanced to [base] on a fielding error by [position], RBI (count)","4"
"[name] LaDonis struck out looking","1"
"[name] doubled to [fieldLocation], ground-rule, RBI (count)","61"
"[name] Randell singled up the middle","1"
"[name] to [position] for Destefano","2"
"[name] singled through the right side, advanced to [base], RBI","2"
"[name] out at [base] [position] to [position] to [position] to [position] to [position]","18"
"[name] to [position] for Rosenblum-La","6"
"[name] reached on an error by [position] to [fieldLocation] (count)","1"
"[name] LaDonis flied out to [position]","4"
"A dive by RF [name] on sinking line drive","1"
"[name] reached on an error by [position], out at [base] [position] to [position] (count)","9"
"[name] Cory struck out looking","2"
"[name] Jack walked","5"
"[name] struck out swinging (count)","61176"
"Je [name] out at [base] [position] to [position], SAC, bunt, RBI (count)","1"
"[name] Jak reached on a fielder's choice (count)","1"
"[name] to [position] for MCLINSKEY","15"
"[name] Aust pinch hit for [name] Hunte","1"
"[name] singled up the middle, advanced to [base] on an error by [position], advanced to [base] (count)","1"
"StankiewiczD pinch hit for [name]","9"
"[name] advanced to [base] on a passed ball, advanced to [base] on an error by [position]","1"
"[name] Antho out on the play","2"
"[name] singled to [fieldLocation], SAC, RBI","1"
"[name] picked off, out at [base] [position] to [position]","107"
"[name] Gav to [position] for [name] Tyle","1"
"[name] Jack advanced to [base] on a wild pitch","1"
"[name] reached on a fielder's choice, bunt, SAC, RBI (count)","3"
"[name] T struck out swinging (count)","7"
"ROSENBURG, T to [position] for [name]","1"
"[name] advanced to [base], stole home","1"
"[name] reached on a fielder's choice to pitcher","38"
"[name] Pey pinch hit for [name] Andre","1"
"[name] reached on a dropped fly by [position], advanced to [base] on a fielding error by [position] (count)","1"
"Kauffmann to [position] for [name]","1"
"[name] singled to [fieldLocation], advanced to [base], out at [base] [position] to [position] to [position], 2 RBI (count)","1"
"[name] Richar out on the play","2"
"L. Lambert to [position] for [name] Rinke","1"
"[name] grounded out to [position] to pitcher, SAC, bunt, RBI (count)","1"
"[name] hit by the 1-2 but ruled to not make an effort to avoid pitch","1"
"[name] advanced to [base] on an error by [position], assist by [position], advanced to [base]","1"
"Chase [name] struck out looking","1"
"[name] reached on an error by [position], advanced to [base], 2 RBI","4"
"[name] Aust walked (count)","5"
"[name] to [position] for [name] Le.","2"
"[name] infield fly double play [position] to [position] (count)","1"
"[name] T singled to [fieldLocation]","3"
"Je [name] to [position]","2"
"[name] reached on an error by [position], advanced to [base] on the throw (count)","25"
"[name] Eri out at [base] [position] unassisted","1"
"[name] tripled, scored on a throwing error by [position], 2 RBI, unearned (count)","1"
"[name] reached on a muffed throw by [position], assist by [position] [position] (count)","1"
"[name] reached on a fielder's choice, advanced to [base] on the throw","12"
"[name] advanced to [base], advanced to [base]","1"
"[name] struck out looking (count)","26293"
"[name] Mitc struck out swinging","1"
"[name] reached on a fielder's choice, bunt, advanced to [base] on a throwing error by [position]","1"
"[name] Jac out at [base] [position] to [position], caught stealing","2"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on the error (count)","9"
"[name] singled through the right side, RBI (count)","1465"
"[name] tripled to [fieldLocation], RBI","224"
"Clayton [name] scored on a wild pitch, unearned","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base] (count)","3"
"[name] Auston grounded out to [position]","1"
"[name] TJ singled to [fieldLocation]","2"
"[name] reached on a fielder's choice, out at [base] [position] to [position], RBI (count)","3"
"[name] reached on an error by [position], SF, advanced to [base], RBI (count)","1"
"[name] Ruban out on the play","1"
"[name] Eri struck out swinging","2"
"[name] singled, advanced to [base] on an error by [position] (count)","66"
"[name] advanced to [base] on a throwing error by [position], scored","4"
"[name] Antho singled through the right side (count)","1"
"John M. [name] to [position] for [name]","1"
"[name] out at [base] [position] to [position], out on the play","69"
"[name] Larr advanced to [base] on a wild pitch","1"
"[name] grounded out to [position], interference","3"
"UCD coach visits mound. Pitches: 57, 29 strikes. Count: 0-0 to [name]","1"
"[name] singled down the [fieldLocation], advanced to [base] on the throw, RBI","1"
"[name] doubled down the [fieldLocation], ground-rule","3"
"[name] advanced to [base], out on the play","12"
"[name] singled to pitcher, bunt, advanced to [base] on an error by [position] (count)","1"
"[name] Aus to [position] for LUSTER,Antoi","2"
"[name] Jr. to [position]","2"
"[name] Andre singled to pitcher (count)","1"
"[name] entered with a 2-0 count on [name]","1"
"[name] Rei flied out to [position] to [fieldLocation] (count)","2"
"[name] Luke to [position] for [name]","2"
"[name] reached on a fielding error by [position], RBI, out at [base] [position] to [position] to [position] (count)","1"
"[name] homered inside the park, 3 RBI, unearned (count)","1"
"[name] reached on a throwing error by [position], out at [base] [position] to [position]","2"
"[name] Jr. doubled down the [fieldLocation]","1"
"[name] Hunter did not advance","3"
"B. Herrera to [position] for [name] Bueckelea","1"
"[name] Chris hit by pitch","1"
"[name] reached on a fielder's choice, SAC, bunt (count)","58"
"[name] tripled down the [position] line, scored on a throwing error by [position], 2 RBI (count)","1"
"[name] singled up the middle, out at [base] [position] to [position] to [position] (count)","6"
"An 11-pitch at bat for [name]","1"
"[name] singled through the left side, out at [base] [position] to [position] (count)","5"
"[name] advanced to [base], scored on an error by [position], obstruction, unearned","1"
"[name] pinch ran","26"
"[name] doubled down the [position] line, advanced to [base] on the throw, RBI (count)","10"
"[name] scored on the error, unearned","104"
"[name] reached on catcher's interference","54"
"[name] Aust grounded out to [position] (count)","4"
"[name] Duncan advanced to [base]","6"
"[name] Anthony singled","2"
"[name] to [position] for [name] Col","3"
"[name] grounded into double play [position] to [position] to [position], out on the play (count)","1"
"Another terrific sliding catch by RF [name]","1"
"[name] grounded out [position] to [position] to [position] up the middle","2"
"[name] II reached on a fielder's choice","1"
"[name] Antho popped up to [position] (count)","1"
"[name] PAT-J to [position] for [name]","10"
"[name] AJ to [position]","1"
"DEL MONTA-[name] Fin to [position] for [name]","1"
"/ for [name] Wil","1"
"[name] doubled to [fieldLocation], 2 RBI (count)","1386"
"Hard smash fielded cleanly by P [name]","1"
"[name] reached on a throwing error by [position], advanced to [base], SAC, bunt","2"
"[name] to [position] for DeSanti","6"
"[name] reached [base] on a fielding error by [position], SAC, bunt","5"
"[name] singled, advanced to [base] on a fielding error by [position], 2 RBI (count)","4"
"[name] singled to [fieldLocation], out at [base] [position] to [position]","23"
"[name] A.J. walked","1"
"[name] Jere flied out to [position] (count)","2"
"[name] grounded out to [position] unassisted, bunt, SAC (count)","32"
"[name] Antho lined out to [position] (count)","1"
"[name] Chris to [position]","2"
"[name] singled to [fieldLocation], RBI","2878"
"[name] singled up the middle, advanced to [base] on the throw, RBI","27"
"[name] advanced to [base] on a passed ball, scored on a throwing error by [position]","2"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] (count)","39"
"Jay. [name] singled to [fieldLocation] (count)","5"
"[name] tripled","14"
"[name] reached on a dropped fly by [position] to [fieldLocation], SF, RBI, advanced to [base] (count)","1"
"[name] Larr lined out to [position] (count)","1"
"[name] advanced to [base] on a fielder's choice, out at [base] [position] to [position]","2"
"[name] TJ doubled to [fieldLocation], RBI (count)","1"
"[name] doubled down the [fieldLocation] (count)","2517"
"[name] singled through the right side, 2 RBI, advanced to [base] on the throw","1"
"[name] Mitc hit by pitch (count)","2"
"[name] homered down the [fieldLocation], 3 RBI, unearned (count)","1"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a throwing error by [position], (count)","1"
"[name] Chu struck out swinging (count)","2"
"[name] out at [base] [position] to [position], advanced to [base] on a wild pitch","2"
"[name] to [position] for [name] Baylor","1"
"RORIE,[name] walked","1"
"[name] singled to [fieldLocation], advanced to [base] on a muffed throw by [position] (count)","2"
"S. [name] walked (count)","1"
"E. [name] to [position] for [name]","2"
"[name] Quincy struck out swinging","3"
"[name] doubled, 2 RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] doubled down the [position] line, advanced to [base] on an error by [position], 2 RBI (count)","1"
"[name] infield fly to [position] down the [position] line","1"
"[name] out at [base] [position] to [position], stole [base]","1"
"[name] singled down the [fieldLocation], RBI, advanced to [base] on a fielding error by [position] (count)","1"
"[name] singled","720"
"Ball fielded by RF [name]","1"
"[name] homered, 3 RBI, unearned","5"
"[name] singled, 3 RBI","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], advanced to [base]","2"
"[name] Jac singled to [fieldLocation], 2 RBI (count)","1"
"SDSU SS [name] ejected in the bottom of the ninth","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position], RBI (count)","3"
"continued to bat, but [name] should have been ruled out with [name]","1"
"[name] singled, bunt, advanced to [base] on an error by [position]","4"
"[name] A.J. out on the play","1"
"[name] Rob popped up to [position]","2"
"[name] Aust pinch hit for [name] Pete","2"
"[name] Richar grounded into double play [position] to [position] (count)","1"
"[name] homered down the [position] line, 4 RBI (count)","4"
"[name] singled (count)","312"
"[name] , picked off, out at [base] [position] to [position] to [position]","4"
"[name] homered inside the park, 2 RBI","1"
"[name] doubled down the [position] line, advanced to [base], 2 RBI (count)","1"
"[name] H to [position]","1"
"[name] reached on a throwing error by [position], (count)","2"
"[name] crashed into fence in [fieldLocation] as he made the catch","1"
"[name] walked, advanced to [base] on the throw (count)","1"
"[name] hit into double play [position] to [position] to [position] to [position] (count)","4"
"SS [name] caught pop fly in short left-center field","1"
"[name] T scored","5"
"[name] Lachla popped up to [position], bunt (count)","1"
"[name] advanced to [base] on a throwing error by [position], picked off, advanced to [base]","1"
"[name] singled through the left side, 2 RBI, out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] stole [base], scored on an error by [position], failed pickoff attempt","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position], 2 RBI","3"
"[name] picked off, out at [base] [position] to [position] to [position]","26"
"[name] singled to catcher, bunt, advanced to [base] on a throwing error by [position] (count)","3"
"LOPEZ,Bradly to [position] for [name] Jac","2"
"[name] Hunter flied out to [position]","1"
"[name] reached [base] on an error by [position], advanced to [base] on the throw","3"
"[name] Mitc grounded out to [position], RBI (count)","1"
"[name] McClain pinch hit for [name]","4"
"[name] Duncan grounded out to [position] unassisted","4"
"[name] pinch hit for HAMMERS,Matt","4"
"[name] Jeff out at [base] [position] to [position]","2"
"GOULD[name] advanced to [base] on a wild pitch","1"
"[name] to [position] for Bakst,Dan","7"
"[name] grounded into double play [position] to [position] to [position], interference (count)","3"
"[name] T.J. struck out swinging","4"
"[name] singled through the left side, advanced to [base] on a fielding error by [position]","1"
"[name] doubled to [fieldLocation], advanced to [base] on the throw","1"
"[name] Andre struck out looking (count)","3"
"Nic [name] singled to [fieldLocation]","4"
"[name] doubled down the [position] line, advanced to [base] on a throwing error by [position], RBI (count)","3"
"[name] Eri struck out looking (count)","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw","58"
"[name] reached on a muffed throw by [position], assist by [position], SAC, bunt","1"
"[name] Sam pinch hit for [name]","2"
"[name] advanced to [base] on a passed ball, scored, unearned","5"
"[name] grounded into double play [position] to [position] to [position], SAC, bunt","1"
"RORIE,[name] singled up the middle, RBI","1"
"Rutschmann called out at 2B for interference. [name] returns to 3rd base","1"
"[name] tripled to [fieldLocation], 2 RBI","110"
"[name] Jimenez grounded out to [position] (count)","4"
"[name] singled to [fieldLocation], grounded out to [position] unassisted, 2 RBI (count)","2"
"[name] scored on a passed ball, scored, unearned","1"
"[name] advanced to [base] on a dropped fly by [position]","1"
"[name] Andre popped up to [position] (count)","2"
"S.-P. to [position] for [name]","11"
"[name] Antho out at home [position] to [position]","1"
"[name] interference, out at [base] [position] unassisted","9"
"[name] hit into double play [position] to [position] to [position], reached on a fielder's choice (count)","1"
"[name] Andre hit by pitch (count)","2"
"[name] TJ grounded out to [position] unassisted (count)","1"
"[name] doubled, out at [base] [position] to [position] to [position] (count)","15"
"[name] hit into double play [position] to [position] to [position], SF, RBI (count)","1"
"[name] lined into double play [position] to [position]","174"
"[name] Randell advanced to [base]","12"
"Kingsbury, J to [position] for [name]","1"
"[name] singled through the right side","1549"
"[name] Aus to [position] for SAWRIE,Natha","4"
"[name] advanced to [base] on a throwing error by [position], advanced to [base] on a throwing error by [position]","1"
"Off the glove of a diving [name]","1"
"Tootman pinch hit for [name]","1"
"[name] reached on a fielding error by [position], advanced to [base] on the error, advanced to [base] on the error (count)","1"
"[name] advanced to [base] on a fielding error by [position], advanced to [base] on the throw","1"
"[name] pinch hit for MITCHELL,Mal","1"
"[name] stole [base], scored on a throwing error by [position], unearned","85"
"[name] to [position] for DeLaite, Trevor","1"
"[name] Rei out at [base] [position] to [position] to [position], caught stealing","1"
"[name] reached [base] on a dropped fly by [position], RBI, sacrifice fly","1"
"[name] to [position] for Nick [name]","1"
"[name] advanced to [base], scored on an error by [position], unearned","150"
"[name] flied out to [position], SAC, RBI","469"
"[name] DAZ singled up the middle","1"
"[name] Ruban reached on a fielder's choice","2"
"[name] to [position] for Kingsbury, J","11"
"Je [name] walked (count)","3"
"[name] grounded out to [position]","20119"
"[name] pinch hit for Jay. [name]","3"
"[name] singled through the right side, advanced to [base] on a fielding error by [position]","3"
"[name] reached on a muffed throw by [position], SAC (count)","1"
"[name] reached on a fielder's choice, assist by [position], RBI (count)","1"
"[name] T struck out swinging","1"
"[name] singled through the right side, out at [base] [position] to [position] to [position] to [position] (count)","2"
"[name] doubled, advanced to [base] (count)","1"
"[name] singled, bunt, advanced to [base] on the throw","1"
"[name] homered, 2 RBI, unearned","2"
"[name] struck out, out at [base] [position] to [position] (count)","72"
"[name] Hunte pinch ran for [name] Mitc","2"
"[name] tripled, scored on a fielding error by [position], unearned","1"
"[name] Sebastia popped up to [position]","1"
"[name] out at [base] [position] to [position], reached on a fielder's choice, RBI","2"
"[name] Hunter struck out looking","2"
"[name] Hunte grounded out to [position] unassisted (count)","1"
"[name] Chu struck out looking (count)","1"
"[name] Daniel reached on a fielder's choice","1"
"[name] advanced to [base], advanced to [base] on an error by [position], scored on an error by [position], unearned","1"
"[name] Nikola struck out swinging","2"
"[name] advanced to [base] on a fielding error by [position], scored","1"
"[name] Louie to [position] for [name]","14"
"[name] singled to pitcher, advanced to [base] on a throwing error by [position], out at [base] [position] to [position], RBI (count)","1"
"[name] out at [base] [position] to [position] to [position] to [position] to [position], SF, RBI (count)","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, 2 RBI","25"
"[name] Gar scored, unearned","1"
"[name] singled, RBI (count)","115"
"[name] singled, advanced to [base] on an error by [position], advanced to [base] on the error, RBI","3"
"[name] Shan hit by pitch, RBI (count)","1"
"[name] singled through the left side, out at [base] [position] to [position] to [position], RBI (count)","7"
"[name] singled to pitcher, advanced to [base] on the throw, RBI (count)","1"
"McClain [name] was intentionally walked","1"
"[name] reached on a fielder's choice, RBI, unearned (count)","1"
"[name] H reached on a fielder's choice (count)","1"
"[name] singled through the right side, advanced to [base] on a fielding error by [position], 2 RBI","1"
"D. [name] advanced to [base]","1"
"Haywayd, Buddy pinch hit for [name]","1"
"LF [name] was playing deep and slid to make catch in short LF","1"
"Clayton [name] struck out swinging","1"
"VER[name] singled down the [fieldLocation], bunt (count)","1"
"[name] doubled, RBI (count)","59"
"[name] singled to pitcher, advanced to [base] on a throwing error by [position] (count)","30"
"[name] out at [base] [position] unassisted, picked off","3"
"[name] Jak reached on an error by [position] (count)","1"
"[name] homered down the [position] line, RBI","33"
"[name] Johnny out at [base] [position] to [position], SAC, bunt","2"
"[name] Peyto to [position] for [name] Jor","1"
"[name] reached on a fielding error by [position], 2 RBI (count)","1"
"[name] Josh to [position] for [name]","3"
"[name] singled through the left side, advanced to [base] on a throwing error by [position]","2"
"VMI [name] ejected for arguing call at 2B to end bot 6","1"
"[name] with a diving catch in the gap","1"
"[name] to [position] for DELEON,L","10"
"[name] singled up the middle, advanced to [base] on the throw, 2 RBI (count)","31"
"[name] tripled, out at home [position] to [position] to [position], RBI (count)","1"
"[name] Well pinch ran for [name] Pey","1"
"[name] reached on a throwing error by [position], advanced to [base] on the throw, bunt (count)","1"
"[name] pinch hit for [name] Pey","3"
"[name] reached on a throwing error by [position], advanced to [base], advanced to [base] on an error by [position] (count)","1"
"[name] tripled to [fieldLocation], scored on an error by [position]","1"
"Jay. [name] reached on a throwing error by [position], advanced to [base], advanced to [base] on a throwing error by [position]","1"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], scored, unearned (count)","1"
"[name] Jesse scored, unearned","1"
"[name] McClain struck out swinging","3"
"[name] Duncan scored","1"
"Alex [name] struck out looking","1"
"Chris [name] flied out to [position]","3"
"D. [name] to [position] for [name]","1"
"[name] Col grounded out to [position]","9"
"[name] singled to [fieldLocation], advanced to [base], advanced to [base] on a throwing error by [position], RBI (count)","2"
"GOULD[name] struck out looking (count)","1"
"[name] safe on an error by [position], no advance, assist by [position]","1"
"[name] reached [base] on a dropped fly by [position], sacrifice fly, RBI","1"
"[name] doubled to [fieldLocation], 3 RBI, advanced to [base] on the throw (count)","1"
"[name] Davio struck out looking","2"
"[name] Larr singled to [fieldLocation] (count)","1"
"[name] Jp flied out to [position], SF, RBI (count)","1"
"[name] fouled out to [position] down the [position] line (count)","97"
"[name] out at [base] [position] to [position] to [position] (count)","524"
"[name] reached [base] on a fielding error by [position], advanced to [base] on a throwing error by [position]","2"
"[name] Andre walked (count)","3"
"[name] out at [base] [position] to [position] to [position]","465"
"[name] lost ball in sun, [name] to [base] on throw home","1"
"[name] failed pickoff attempt, advanced to [base] on an error by [position], out at [base] [position] to [position]","1"
"[name] singled down the [fieldLocation], out at [base] [position] to [position]","6"
"[name] lined out to [position], sacrifice fly, RBI","12"
"[name] Andre pinch ran for [name]","1"
"[name] Jake pinch ran for [name]","9"
"[name] singled through the left side, 2 RBI, advanced to [base] on a throwing error by [position]","1"
"[name] TJ grounded into double play [position] to [position] to [position] (count)","1"
"[name] Gar grounded out to [position] unassisted (count)","1"
"Jay. [name] advanced to [base] on a wild pitch","4"
"[name] assist by [position], advanced to [base] on an error by [position]","2"
"[name] singled to pitcher, bunt, advanced to [base], advanced to [base] on a throwing error by [position]","1"
"[name] reached on a fielder's choice, grounded out to [position] unassisted","2"
"[name] Jac scored on a balk","1"
"[name] to [position] for [name] Jami","12"
"[name] out on the play, interference","67"
"[name] A.J. scored","3"
"Je [name] flied out to [position] (count)","6"
"[name] reached on a fielder's choice, bunt, advanced to [base] on the throw (count)","1"
"[name] fouled out to [position] to catcher (count)","1"
"D. [name] stole [base]","1"
"[name] lined into double play [position] to [position], SF, RBI","1"
"[name] singled, advanced to [base] on a fielding error by [position]","13"
"[name] reached on a fielder's choice, 2 RBI (count)","3"
"[name] reached [base] on a fielding error by [position]","199"
"[name] pinch hit for ANDERSON,Tan","5"
"[name] to [position] for [name] Jesse","1"
"[name] LaDonis popped up to [position]","1"
"[name] reached on a fielder's choice, SAC, bunt, advanced to [base]","2"
"TOWNSEND-CHASE, Jim to [position] for [name]","1"
"[name] Jak singled to [fieldLocation], advanced to [base] on an error by [position] (count)","1"
"[name] H singled to [fieldLocation], RBI (count)","1"
"[name] Steve struck out looking","3"
"S. [name] to [position]","1"
"[name] Mitc advanced to [base] on a wild pitch","1"
"[name] doubled down the [fieldLocation], RBI, out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] struck out swinging, interference (count)","8"
"[name] flied out to [position], sacrifice fly","3"
"[name] stole [base], out at [base] [position] unassisted","2"
"[name] Pey to [position] for [name]","2"
"[name] to [position] for [name] Dyla","10"
"[name] out on the play, caught stealing, out at [base] [position] to [position] to [position]","1"
"[name] TJ singled down the [position] line (count)","1"
"P. [name] walked (count)","1"
"[name] A.J. doubled down the [position] line","1"
"Camberlain, Jace pinch hit for [name]","2"
"[name] picked off, out at home [position] to [position]","1"
"[name] singled through the left side, advanced to [base] on a throwing error by [position] (count)","8"
"[name] reached on a throwing error by [position], advanced to [base], out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] reached on a fielder's choice","2903"
"[name] Chris struck out swinging (count)","1"
"[name] to [position] for [name] Jake","6"
"[name] A.J. singled through the right side","3"
"VAN DER WEID, Trey to [position] for [name]","13"
"[name] McClain grounded into double play [position] to [position] to [position]","1"
"D. [name] II struck out swinging","2"
"[name] reached on a fielding error by [position],, unearned (count)","1"
"[name] doubled down the [position] line, advanced to [base] on the throw (count)","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position], RBI (count)","16"
"[name] Mitc advanced to [base], advanced to [base] on the error","1"
"Muratella to [position] for [name]","1"
"[name] reached on a throwing error by [position], advanced to [base] on the error, RBI (count)","1"
"[name] called out for interference on a steal attempt","1"
"[name] Daniel scored","2"
"[name] reached on an error by [position], advanced to [base] on an error by [position] (count)","1"
"[name] singled through the left side, advanced to [base] (count)","4"
"Clayton [name] grounded out to [position]","1"
"[name] grounded into double play [position] to [position] to [position], bunt","3"
"[name] Greg to [position] for [name]","1"
"[name] G to [position] for [name]","4"
"[name] advanced to [base], out on the play, out at home [position] to [position] to [position] to [position]","1"
"[name] advanced to [base], out at [base] [position] unassisted, interference","1"
"[name] enters with 1-0 count on [name]","1"
"Jay. [name] singled up the middle (count)","2"
"[name] Antho flied out to [position] to [fieldLocation]","1"
"[name] reached on a fielder's choice, advanced to [base] on an error by [position], RBI","3"
"[name] grounded out to [position], bunt","373"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count)","254"
"[name] pinch ran for BLANKENBERGE","2"
"[name] advanced to [base] on a muffed throw by [position], advanced to [base]","2"
"[name] Duncan doubled to [fieldLocation]","1"
"[name] Jesse flied out to [position] (count)","3"
"[name] Jawan singled through the left side","1"
"[name] Jac scored on an error by [position]","1"
"[name] singled through the right side, out at [base] [position] to [position] to [position] (count)","6"
"[name] singled up the middle, advanced to [base] on a fielding error by [position], advanced to [base], RBI","1"
"[name] Mitc lined out to [position] (count)","4"
"[name] reached on an error by [position], SAC, bunt, advanced to [base] on the throw (count)","2"
"[name] singled, advanced to [base] on a throwing error by [position], advanced to [base] (count)","3"
"[name] to [position] for CLARK","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] to [position] to [position], 2 RBI (count)","1"
"[name] Jimenez walked, RBI (count)","1"
"[name] singled to [fieldLocation], 2 RBI, out at [base] [position] to [position]","2"
"[name] doubled down the [fieldLocation], advanced to [base] on the throw (count)","5"
"[name] to [position] for HAMMERS,Matt","2"
"**[name] running catch to the warning track","1"
