"Event","Frequency"
"[name] out at [base] [position] to [position], SAC, bunt (count); Ja [name] advanced to [base] ","1"
"[name] flied out to [position] (count); [name] safe on a muffed throw by [position], no advance, assist by [position]; [name] scored on the error, assist by [position], unearned ","1"
"C. Charman to [position] for [name] Land ","1"
"[name] singled up the middle, RBI: [name] advanced to [base], out at home [position] to [position]: [name] scored ","1"
"Libuano, R. singled through the right side (count) ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base] ","34"
"C. Jones to [position] for P. Jones ","1"
"Slusher struck out swinging ","1"
"Huet, S. struck out swinging (count) ","1"
"J. Riffle flied out to [position] (count) ","1"
"[name] homered to [fieldLocation], 2 RBI (count); Grisanti scored ","1"
"[name] reached on a fielder's choice, advanced to [base]; [name] out at home [position] to [position] ","1"
"[name] stole [base], advanced to [base] on a throwing error by [position]3a [name] stole [base], scored on the error, unearned ","1"
"[name] singled (count); [name] advanced to [base], advanced to [base] on an error by [position] ","1"
"[name] flied out to [position], SF, RBI (count)3a [name] advanced to [base] on the throw3a [name] advanced to [base] on the throw3a [name] scored, unearned ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","2"
"[name] grounded out to [position] unassisted, bunt, SAC (count)3a [name] advanced to [base] ","7"
"[name] reached on a fielding error by [position], RBI (count)3a [name] advanced to [base]3a [name] scored3a [name] scored ","1"
"[name] reached on a fielder's choice to [fieldLocation]; [name] advanced to [base]; [name] out at [base] [position] unassisted ","16"
"[name] advanced to [base] on a muffed throw by [position], failed pickoff attempt, advanced to [base]; [name] scored ","1"
"[name] picked off, out at [base] [position] to [position] to [position], caught stealing ","4"
"[name] reached on a fielder's choice, hit into double play [position] to [position] to [position] to [position] (count): [name] out on the play: [name] out on the play ","1"
"[name] tripled to [fieldLocation], RBI (count): [name] scored, unearned ","8"
"Anderson, C. hit by pitch (count) ","1"
"[name] reached on a fielder's choice, RBI (count): [name] out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] singled, advanced to [base], RBI (count); [name] advanced to [base]; [name] scored ","4"
"[name] to [position] for MOCCOYI ","1"
"D. Pittman fouled out to [position] ","1"
"[name] popped up to [position] down the [fieldLocation] (count); [name] advanced to [base] ","1"
"[name] singled through the left side, 2 RBI: [name] scored: [name] scored ","4"
"[name] Johnny grounded out to [position] ","5"
"Vandergroden struck out swinging (count) ","1"
"[name] singled to [fieldLocation], 2 RBI; [name] advanced to [base] on an error by [position], advanced to [base]; [name] scored, unearned; [name] scored ","1"
"Enochs grounded out to [position] (count) ","1"
"[name] Andre singled to pitcher (count): [name] advanced to [base] ","1"
"[name] doubled down the [fieldLocation], ground-rule, RBI: [name] scored ","1"
"RODRIGUEZ,A. to [position] for [name] ","1"
"[name] reached on a fielder's choice, advanced to [base]; [name] out at [base] [position] to [position] to [position] ","1"
"[name] Anthony to [position] for Micak, Chris ","1"
"Corbett singled down the [fieldLocation], out at [base] [position] to [position] (count) ","1"
"[name] reached on a throwing error by [position] (count): [name] advanced to [base]: JOHNSON,Came advanced to [base]: [name] scored, unearned ","1"
"Alvarez grounded out to [position] ","1"
"[name] Just to [position] for [name] Robe ","1"
"FEDJE[name] pinch ran for [name] ","1"
"[name] singled through the left side, advanced to [base] on the throw, RBI: [name] advanced to [base]: [name] scored ","1"
"[name] struck out swinging, out at [base] [position] to [position], interference ","2"
"[name] singled to [fieldLocation] (count); [name] advanced to [base]; [name] advanced to [base], out at home [position] to [position] ","34"
"[name] reached on a fielder's choice (count); [name] out at [base] [position] to [position] to [position] to [position] ","2"
"[name] struck out, hit into double play [position] to [position] (count); [name] out on the play, caught stealing ","3"
"[name] reached on a throwing error by [position]; [name] advanced to [base]; [name] scored, unearned ","11"
"[name] reached on a fielder's choice, SAC, bunt, advanced to [base], RBI (count): [name] advanced to [base], scored on a throwing error by [position], unearned: [name] scored ","1"
"/ for [name] Bria ","1"
"Russel Castl struck out looking ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored on a throwing error by [position], unearned ","2"
"[name] advanced to [base] on an error by [position], failed pickoff attempt, scored ","1"
"[name] singled to [fieldLocation] (count): [name] advanced to [base], out at [base] [position] to [position]: [name] advanced to [base] ","1"
"[name] out at [base] [position] to [position] to [position] to [position], caught stealing: [name] scored ","2"
"[name] homered to [fieldLocation], 3 RBI (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base] on a fielding error by [position], advanced to [base] ","1"
"[name] walked (count): Closner, O advanced to [base]: [name] advanced to [base] ","2"
"[name] grounded out to [position] unassisted, bunt, RBI (count)3a [name] advanced to [base]3a [name] scored, unearned ","1"
"[name] reached on a fielder's choice; [name] advanced to [base]; [name] advanced to [base]; [name] scored on a throwing error by [position] ","1"
"[name] singled through the right side, RBI, advanced to [base] on the throw (count): [name] advanced to [base]: [name] scored ","3"
"[name] singled up the middle, 2 RBI (count)3a [name] advanced to [base], advanced to [base] on the throw3a [name] scored, unearned3a [name] scored, unearned ","1"
"Milheim,B grounded out to [position] (count) ","3"
"[name] flied out to [position] (count); [name] stole [base] ","1"
"[name] reached on a throwing error by [position], advanced to [base] (count); [name] advanced to [base]; [name] scored ","1"
"[name] reached on a fielder's choice (count)3a [name] advanced to [base] on a throwing error by [position], advanced to [base]3a [name] scored ","1"
"[name] homered to [fieldLocation], 4 RBI; [name] scored; [name] scored, unearned; [name] scored ","2"
"[name] reached on a fielder's choice3a [name] advanced to [base], advanced to [base] on an error by [position] ","1"
"[name] out at [base] [position] to [position], SAC, bunt, RBI; [name] scored ","1"
"[name] flied out to [position] (count): SNIATYSKI advanced to [base] ","1"
"[name] reached on a fielder's choice; [name] advanced to [base] on a fielding error by [position], advanced to [base] ","2"
"[name] singled to pitcher, RBI (count): [name] scored, unearned ","2"
"Christophr,R reached on a throwing error by [position] (count) ","1"
"[name] stole [base]: [name] stole [base], out at home [position] to [position] to [position] to [position] ","1"
"[name] scored on a throwing error by [position], failed pickoff attempt ","4"
"[name] grounded out to [position], bunt3a [name] advanced to [base] ","6"
"BROOKS,Willi grounded out to [position] unassisted ","1"
"[name] homered to [fieldLocation], inside the park, 2 RBI (count): [name] scored ","2"
"[name] doubled to [fieldLocation], 2 RBI; [name] scored; [name] scored, unearned ","8"
"[name] reached on a fielder's choice to pitcher, bunt (count): [name] advanced to [base]: [name] out at home [position] unassisted ","1"
"[name] reached on an error by [position] (count); [name] advanced to [base]; [name] advanced to [base] ","18"
"Absher tripled to [fieldLocation] ","1"
"[name] reached on a fielder's choice to pitcher, bunt (count); [name] out at home [position] to [position] ","1"
"Drummond struck out swinging ","1"
"Fonseca singled to [fieldLocation] (count): Harrison advanced to [base] ","1"
"[name] doubled to [fieldLocation] (count)3a [name] advanced to [base], scored on a fielding error by [position] ","1"
"[name] reached on an error by [position], advanced to [base] on the throw, RBI; [name] advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] advanced to [base] on a throwing error by [position], advanced to [base] on the error3a [name] advanced to [base], scored on the error, unearned ","1"
"[name] pinch ran for [name] Andre ","2"
"D. [name] II to [position] ","1"
"B. Dewaine grounded out to [position] ","1"
"[name] lined into double play [position]; [name] Christ out on the play ","1"
"[name] flied out to [position], SF, RBI; [name] advanced to [base]; [name] scored ","76"
"[name] reached on a fielder's choice, advanced to [base] on the error (count)3a [name] advanced to [base] on a fielding error by [position] ","1"
"JOHNSON,Came singled to [fieldLocation], RBI; [name] scored ","1"
"D. Tezeno struck out swinging ","1"
"Berthiaume doubled down the [fieldLocation] ","1"
"[name] doubled (count); [name] advanced to [base], scored on an error by [position], unearned ","1"
"[name] flied out to [position] (count): [name] advanced to [base] on a throwing error by [position]: [name] advanced to [base] ","2"
"[name] hit into double play [position] to [position] to [position] (count)3a [name] advanced to [base], out on the play ","2"
"[name] struck out swinging (count)3a [name] advanced to [base] on an error by [position]3a [name] advanced to [base] on the error ","1"
"[name] out at [base] [position] to [position] to [position], picked off: [name] advanced to [base] on a wild pitch ","1"
"[name] doubled through the right side, RBI: [name] scored ","1"
"[name] struck out (count) ","430"
"[name] reached on a muffed throw by [position], assist by [position], advanced to [base], RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"A. Dowdy out at [base] [position] to [position], caught stealing ","1"
"[name] reached on a fielding error by [position] (count)3a [name] advanced to [base]3a [name] out at [base] [position] to [position] to [position]3a [name] scored, unearned ","1"
"[name] to [position] for 6 ","1"
"Berthiaume struck out looking (count) ","3"
"MITCHELL,Mal singled to [fieldLocation] (count) ","1"
"[name] singled, advanced to [base] on the throw, RBI; [name] scored, unearned ","1"
"Bakst,Dan singled through the left side, RBI (count); [name] scored ","1"
"MCLINSKEY to [position] for [name] ","17"
"Richards singled to [fieldLocation] (count) ","1"
"[name] doubled down the [fieldLocation], advanced to [base] on an error by [position], 2 RBI (count); [name] scored; [name] scored ","1"
"Game was delayed for 2 hours and 5 minutes due to rain in the [base] inning ","1"
"A. Palacios singled through the right side (count)3a M. Irving advanced to [base] ","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] (count); [name] advanced to [base] ","8"
"[name] reached on a fielder's choice to [fieldLocation], RBI: [name] out at [base] [position] to [position]: [name] advanced to [base]: [name] scored ","3"
"[name] grounded out to [position], bunt, SAC, RBI (count)3a [name] advanced to [base]3a [name] scored, unearned ","2"
"[name] doubled to [fieldLocation] (count)3a [name] Hunte advanced to [base] ","1"
"Klohen, A. reached on a throwing error by [position], advanced to [base] (count) ","1"
"[name] singled; [name] advanced to [base], out at home [position] to [position] to [position] ","1"
"[name] out at [base] [position] unassisted, caught stealing, picked off ","2"
"Hearn. H. grounded out to [position] (count) ","1"
"[name] singled through the right side, RBI, advanced to [base] on a throwing error by [position] (count); [name] scored ","1"
"D. Elliott hit by pitch ","1"
"Dorris reached on an error by [position] ","1"
"Hadley, J. grounded out to [position]; Garcia, D. advanced to [base] ","1"
"T. Goliday doubled to [fieldLocation], RBI: I. Rush scored ","1"
"[name] singled through the left side, RBI: [name] scored, unearned ","5"
"[name] struck out swinging (count)3a [name] out at [base] [position] to [position], caught stealing ","50"
"W. Templett struck out looking ","1"
"McAlister, Z walked (count) ","1"
"[name] homered to [fieldLocation], 4 RBI: [name] scored: [name] scored: [name] scored ","14"
"[name] reached [base] on a dropped fly by [position], sacrifice fly, RBI; [name] advanced to [base]; [name] advanced to [base]; [name] scored ","1"
"[name] grounded out to [position]: [name] advanced to [base] on a fielder's choice: [name] advanced to [base] on a fielder's choice ","1"
"Tootman struck out looking (count) ","1"
"CP coach visits mound ","1"
"[name] doubled, out at [base] [position] to [position] to [position], RBI: [name] scored ","1"
"[name] advanced to [base] on a wild pitch, advanced to [base] on the error: [name] advanced to [base] on a wild pitch, scored on an error by [position], unearned: [name] scored on a wild pitch ","1"
"[name] reached on a fielder's choice, advanced to [base]3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored on a throwing error by [position], unearned ","1"
"[name] Antho homered to [fieldLocation], RBI (count) ","1"
"[name] singled to [fieldLocation], 2 RBI, advanced to [base] (count); [name] scored; [name] scored ","1"
"[name] reached on a throwing error by [position], advanced to [base] (count); [name] advanced to [base], advanced to [base] on the error ","1"
"[name] reached on an error by [position]3a [name] advanced to [base], out at home [position] to [position] ","1"
"[name] advanced to [base] on a balk: [name] advanced to [base] on a balk ","39"
"Klos struck out looking (count) ","1"
"[name] Ryan to [position] ","1"
"[name] grounded out to [position] unassisted, interference (count); [name] out at [base] [position] to [position] ","3"
"[name] reached on a muffed throw by [position], SAC, bunt, RBI: [name] advanced to [base]: [name] scored ","1"
"[name] No play ","27"
"C. Pepper popped up to [position] (count) ","1"
"VERLIN,Nate reached on a fielder's choice; [name] advanced to [base] on a throwing error by [position], advanced to [base] on the error ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count): [name] scored ","26"
"[name] singled up the middle, RBI; [name] advanced to [base], out at [base] [position] to [position]; [name] scored ","1"
"[name] reached on a fielding error by [position], advanced to [base] (count) ","134"
"[name] popped up to [position], bunt; [name] out at home [position] to [position] ","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position], 2 RBI3a [name] advanced to [base]3a [name] scored3a [name] scored ","1"
"[name] singled up the middle, advanced to [base] on the throw, 2 RBI (count); [name] advanced to [base], scored on a throwing error by [position], unearned; [name] scored; [name] scored ","1"
"[name] singled up the middle (count)3a [name] advanced to [base], scored on a fielding error by [position], unearned ","1"
"[name] doubled to [fieldLocation], 2 RBI; [name] scored; [name] Jared scored ","1"
"[name] singled, bunt, RBI: LUKE, Bryce advanced to [base]: [name] scored ","1"
"[name] singled to [fieldLocation], RBI: [name] advanced to [base], out at [base] [position] to [position]: [name] scored ","4"
"SAWRIE,Natha to [position] for [name] Peyto ","6"
"[name] grounded out to [position], bunt, RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"[name] reached on a fielding error by [position], assist by [position] (count)3a [name] advanced to [base]3a [name] scored, unearned ","1"
"I. Santos struck out swinging (count) ","1"
"[name] advanced to [base], out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] grounded out to [position], bunt, RBI: [name] advanced to [base]: [name] scored ","1"
"[name] reached on a dropped fly by [position], out at [base] [position] to [position] (count); [name] advanced to [base] on the error ","1"
"[name] reached on a fielding error by [position] down the [fieldLocation] (count)3a [name] advanced to [base] ","1"
"[name] pinch hit for Fitzpatrick,Jordan ","1"
"ROBINSON singled through the left side; BUTLER advanced to [base] ","1"
"[name] stole [base]; [name] no advance ","1"
"[name] struck out swinging (count); [name] out at [base] [position] to [position] to [position], caught stealing ","2"
"[name] singled, advanced to [base] on an error by [position], 2 RBI; [name] advanced to [base]; [name] scored; [name] scored ","1"
"Cleasby singled to [fieldLocation] (count) ","1"
"Chamberlin grounded out to [position], SAC, bunt (count): [name] advanced to [base] ","1"
"[name] singled through the right side (count)3a [name] advanced to [base], scored on a throwing error by [position], unearned ","1"
"[name] singled to [fieldLocation], advanced to [base], 2 RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","2"
"A. Dowdy reached on an error by [position], advanced to [base] (count) ","1"
"LoCascio struck out swinging (count) ","1"
"[name] singled through the left side, RBI (count); [name] advanced to [base]; [name] scored, unearned ","48"
"Dribbler along 1B line ","1"
"[name] Gar grounded out to [position] (count) ","1"
"[name] walked, RBI (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored ","438"
"[name] singled down the [fieldLocation], 2 RBI3a [name] scored, unearned3a [name] scored ","1"
"[name] Richar reached on a fielder's choice (count); [name] advanced to [base]; [name] out at [base] [position] unassisted ","1"
"[name] flied out to [position], SAC, 2 RBI; [name] scored; [name] scored ","1"
"[name] singled to [fieldLocation] (count)3a [name] advanced to [base], advanced to [base] on a throwing error by [position]3a [name] scored, unearned ","1"
"[name] doubled to [fieldLocation], 3 RBI (count); [name] scored; [name] scored; [name] scored ","90"
"Sanchez flied out to [position] ","1"
"[name] Chris to [position] for [name] ","17"
"[name] out at [base] [position] to [position], reached on a fielder's choice (count)3a [name] out on the play ","2"
"[name] out at [base] [position] to [position] to [position] to [position] to [position] to [position], picked off ","4"
"[name] singled through the left side (count); Ja [name] advanced to [base] ","1"
"[name] singled to [fieldLocation], RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","18"
"[name] advanced to [base] on a throwing error by [position], advanced to [base]; [name] scored on the error ","1"
"[name] singled to [fieldLocation], RBI; [name] advanced to [base]; VERLIN,Nate scored ","1"
"/ for [name] Wil ","1"
"[name] singled to [fieldLocation], advanced to [base] (count): [name] advanced to [base], out at [base] [position] to [position] ","2"
"[name] out at [base] [position] to [position] up the middle (count) ","1"
"[name] Eri singled to [fieldLocation] (count) ","3"
"[name] flied out to [position], SF, RBI; StankiewiczD scored ","1"
"[name] struck out swinging; [name] stole [base], advanced to [base]; [name] stole [base], scored on a throwing error by [position], unearned ","1"
"Diving catch by [name] in left. Appeal at [base] was denied ","1"
"[name] advanced to [base]: [name] advanced to [base]: [name] out at home [position] to [position], caught stealing ","1"
"[name] Mitc flied out to [position], SF, RBI (count): [name] Shan advanced to [base]: [name] scored ","1"
"[name] LaDonis to [position] for [name] ","1"
"[name] walked (count); StankiewiczD advanced to [base] ","2"
"[name] singled to [fieldLocation], SAC, RBI3a [name] scored ","1"
"H. Storch to [position] for R. Robinette ","1"
"[name] reached on a fielding error by [position]3a [name] advanced to [base]3a [name] scored ","1"
"LOPEZ,Bradly struck out swinging ","7"
"[name] reached on a throwing error by [position], advanced to [base], RBI (count)3a [name] advanced to [base]3a [name] scored3a [name] scored ","1"
"Walwyn out at [base] [position] to [position], caught stealing ","1"
"[name] reached [base] on an error by [position], advanced to [base] on the throw, RBI; [name] scored, unearned ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw3a [name] advanced to [base], advanced to [base] on the throw ","1"
"LOPEZ,Bradly stole [base] ","2"
"[name] to [position] for [name] Lachla ","1"
"[name] advanced to [base] on the throw; [name] scored on a passed ball, unearned ","1"
"[name] doubled up the middle; [name] advanced to [base] ","2"
"[name] struck out swinging, reached [base] on a wild pitch; [name] advanced to [base]; [name] advanced to [base], scored on an error by [position], unearned ","1"
"[name] to [position] for Clinch ","2"
"[name] singled to [fieldLocation], 2 RBI (count)3a [name] advanced to [base], advanced to [base] on the throw3a [name] scored, unearned3a [name] scored ","1"
"[name] reached on a muffed throw by [position] ","4"
"[name] grounded out to [position] (count): LUKE, Bryce advanced to [base] ","1"
"Bakst,Dan singled to [fieldLocation] ","1"
"G. Benza flied out to [position] ","1"
"[name] singled to [fieldLocation], RBI (count)3a [name] advanced to [base], out at home [position] to [position]3a [name] scored ","7"
"[name] reached on a fielder's choice, RBI3a [name] advanced to [base]3a [name] out at [base] [position] to [position] to [position], picked off3a [name] scored ","1"
"KIRK[name] to [position] for [name] ","1"
"[name] flied out to [position], SF, RBI (count); DelSignore scored ","1"
"[name] fouled out to [position], SF, RBI (count): [name] scored ","5"
"[name] singled through the left side, RBI, advanced to [base] on the throw: [name] advanced to [base]: [name] scored ","1"
"Lightning delay beginning at 8:59 p.m ","1"
"[name] Mitc walked (count)3a [name] Jak advanced to [base] ","1"
"[name] reached on a fielding error by [position], bunt, SAC (count); [name] advanced to [base] ","1"
"[name] AJ flied out to [position] ","1"
"[name] singled down the [position] line, advanced to [base] on a throwing error by [position] (count)3a [name] scored on the error ","1"
"[name] singled to [fieldLocation], RBI; [name] advanced to [base]; [name] McClain advanced to [base]; [name] scored ","1"
"LARUE,Will stole [base] ","1"
"[name] advanced to [base], out at [base] [position] to [position] to [position]: [name] scored on a passed ball, unearned ","1"
"H. Storch flied out to [position] ","1"
"[name] advanced to [base] on a wild pitch, advanced to [base] on the throw: [name] advanced to [base] on a wild pitch, scored on a throwing error by [position], unearned ","1"
"[name] reached on a throwing error by [position], advanced to [base] on the throw (count) ","9"
"David Snider flied out to [position] ","2"
"[name] to [position] for Hellweg, J. ","1"
"**hit deep to [position], runner beat it out easily ","1"
"[name] reached on a fielder's choice; [name] advanced to [base] on an error by [position], scored, unearned ","1"
"[name] Johnny singled to [fieldLocation], RBI; [name] advanced to [base]; [name] scored ","1"
"[name] singled up the middle, 2 RBI; [name] scored, unearned; [name] scored ","1"
"[name] stole [base], advanced to [base]: [name] stole [base], scored on a throwing error by [position], unearned ","2"
"[name] doubled up the middle, 2 RBI (count); [name] scored; [name] scored ","3"
"[name] singled to pitcher, advanced to [base] on a throwing error by [position] (count): [name] advanced to [base] ","2"
"[name] singled up the middle, 2 RBI (count); [name] scored; [name] scored ","113"
"[name] singled through the right side, RBI: [name] advanced to [base], out at [base] [position] to [position]: [name] scored ","1"
"[name] doubled down the [position] line, out at [base] [position] to [position] to [position] to [position], RBI; [name] scored, unearned ","1"
"[name] flied out to [position]: [name] out at [base] [position] to [position] ","3"
"Start of game delayed due to rain at 3:02 p.m. CT ","1"
"[name] Shan fouled out to [position] (count) ","2"
"[name] walked (count); [name] out at [base] [position] to [position], caught stealing ","4"
"Berthiaume grounded into double play [position] to [position] (count); [name] out on the play ","1"
"[name] singled to [fieldLocation], 2 RBI (count); [name] advanced to [base], out at [base] [position] to [position]; [name] scored; [name] scored ","1"
"MITCHELL,Mal flied out to [position] ","1"
"[name] reached on a dropped fly by [position], advanced to [base] on the error (count)3a [name] advanced to [base] on the error ","1"
"[name] reached on a dropped fly by [position], advanced to [base] on the error (count): [name] scored, unearned ","3"
"[name] hit into double play [position] to [position] to [position] (count): [name] Shan out on the play: [name] Rei advanced to [base] ","1"
"[name] stole [base], advanced to [base]; [name] out at home [position] to [position] to [position] to [position] to [position] ","1"
"[name] has to exit the gam with one strike and an injury ","1"
"Steinborn,G grounded out to [position] (count)3a Oetting,Mi advanced to [base] ","1"
"[name] grounded out to [position] unassisted, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored ","20"
"[name] pinch hit for Montes ","3"
"Lopez, A. advanced to [base] on a wild pitch ","1"
"**caught on the warning track ","1"
"[name] reached on a fielder's choice, RBI (count): [name] out at [base] [position] to [position]: [name] advanced to [base], scored on an error by [position]: [name] scored ","1"
"[name] singled to [fieldLocation], RBI, advanced to [base] (count)3a [name] advanced to [base], scored on a throwing error by [position], unearned3a [name] scored, unearned ","1"
"[name] doubled down the [fieldLocation], RBI; [name] scored ","120"
"Army HC Foster ejected in T 7th with 1-2 count on [name] ","1"
"KHACHADOURIA to [position] for [name] ","2"
"[name] homered to [fieldLocation], 4 RBI (count); [name] scored; [name] scored; [name] scored, unearned ","3"
"[name] singled to [fieldLocation], 3 RBI (count): [name] scored, unearned: [name] scored, unearned: [name] scored, unearned ","1"
"[name] Well reached on a fielder's choice (count): [name] out at [base] [position] to [position]: [name] Bre advanced to [base] ","1"
"[name] Shan struck out looking (count) ","4"
"[name] lined out to [position] down the [fieldLocation] (count) ","20"
"[name] reached on a fielder's choice, bunt3a [name] out at [base] [position] to [position] ","4"
"[name] reached on a fielder's choice (count); [name] advanced to [base] on a fielding error by [position] ","17"
"[name] flied out to [position], SF, RBI: [name] advanced to [base]: [name] scored ","43"
"[name] reached on a fielding error by [position] (count); [name] advanced to [base], advanced to [base] on a throwing error by [position] ","2"
"[name] reached on a fielder's choice (count); [name] out on the play, out at [base] [position] to [position]; [name] advanced to [base] ","4"
"[name] singled to [fieldLocation], RBI (count); [name] scored, team unearned ","2"
"[name] reached on a fielder's choice, SAC, bunt; [name] out at [base] [position] to [position]; [name] advanced to [base] ","2"
"[name] singled to [fieldLocation], RBI, advanced to [base] on the throw (count): [name] advanced to [base], advanced to [base] on the throw: [name] scored ","1"
"MONTENEGR0 flied out to [position] ","1"
"[name] singled to pitcher, advanced to [base] on the throw, RBI; [name] advanced to [base]; [name] scored ","1"
"[name] struck out swinging ","19066"
"[name] singled to [fieldLocation], advanced to [base] (count): [name] advanced to [base] ","4"
"[name] Natale doubled down the [fieldLocation], RBI; [name] scored ","1"
"Lo[name] grounded out to [position] ","1"
"[name] doubled through the left side, RBI: [name] scored, unearned ","1"
"[name] singled through the right side, RBI: Jarvis Warne scored ","1"
"[name] reached on an error by [position]; [name] advanced to [base]; [name] scored, unearned ","10"
"[name] reached [base] on an error by [position]; [name] Johnny advanced to [base]; [name] advanced to [base]; [name] scored ","1"
"[name] Jeff singled up the middle; [name] advanced to [base] ","1"
"W. Belinda grounded out to [position] unassisted (count) ","1"
"[name] reached on a fielder's choice; [name] advanced to [base]; [name] Jac out at home [position] to [position] ","1"
"J Banuelos grounded out to [position] (count) ","1"
"MARTIN,Dexte singled to [fieldLocation]; BROOKS,Willi advanced to [base] ","1"
"[name] out at [base] [position] to [position], bunt, SAC: [name] advanced to [base]: [name] advanced to [base] ","2"
"[name] advanced to [base]3a [name] advanced to [base]3a [name] out at home [position] to [position] ","3"
"[name] tripled to [fieldLocation], scored on a throwing error by [position], RBI (count)3a [name] scored ","2"
"MCCAULEY,Dan doubled to [fieldLocation] ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, 2 RBI (count): [name] scored, unearned: [name] scored ","1"
"[name] singled through the left side, RBI (count); [name] scored ","227"
"[name] reached on a fielder's choice; [name] advanced to [base] on a throwing error by [position] ","9"
"[name] reached on a fielder's choice, advanced to [base] on the throw: [name] advanced to [base]: [name] out at home [position] to [position] to [position] ","1"
"[name] reached on a throwing error by [position], advanced to [base]3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] reached on a throwing error by [position], RBI; [name] advanced to [base]; [name] scored, unearned ","1"
"[name] Doug grounded out to [position] ","3"
"[name] reached on a fielding error by [position], SF, advanced to [base], RBI (count); [name] scored ","1"
"Achecar, F. pinch hit for [name] ","2"
"[name] flied out to [position]: [name] no advance ","1"
"[name] advanced to [base]: [name] out at [base] [position] to [position] to [position], caught stealing ","4"
"BUSICK, T singled to [fieldLocation], RBI (count)3a HALL, J scored, unearned ","1"
"Rightfielder [name] leaves game after crashing into [fieldLocation] wall ","1"
"Steve Mcshane out at [base] [position] to [position], caught stealing ","1"
"[name] singled, advanced to [base] on a fielding error by [position] (count)3a [name] advanced to [base], advanced to [base] on the error ","1"
"[name] reached on a fielder's choice to [fieldLocation]: [name] advanced to [base]: [name] out at [base] [position] unassisted ","1"
"[name] Larr out at [base] [position] to [position] to [position], caught stealing ","1"
"[name] doubled, out at [base] [position] to [position], RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] advanced to [base] on a wild pitch, out at home [position] to [position] ","3"
"Catch in center to end the top of the 8th is reviewed; call is confirmed ","1"
"[name] reached [base] on a dropped fly by [position] ","1"
"[name] singled to [fieldLocation], 2 RBI (count); [name] advanced to [base]; [name] scored; [name] scored, unearned ","7"
"[name] grounded out [position] to [position] to [position] ","19"
"[name] singled, out at [base] [position] to [position] to [position], RBI (count): [name] scored ","3"
"[name] flied out to [position], SF, RBI (count); [name] advanced to [base] on the throw; [name] advanced to [base] on the throw; [name] scored ","3"
"[name] struck out swinging (count)3a [name] stole [base]3a [name] scored on the throw, unearned ","1"
"[name] reached on a fielder's choice to catcher, bunt (count); [name] advanced to [base] ","1"
"Triplett advanced to [base] on a wild pitch3a Leon advanced to [base] ","1"
"[name] singled to [fieldLocation] (count); Jarvis Warne advanced to [base] ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], 2 RBI (count)3a BLANKENBERGE advanced to [base], scored on the throw, unearned3a [name] scored3a [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count); [name] advanced to [base]; [name] advanced to [base], out at home [position] to [position]; [name] scored ","1"
"Kokaska, Z. to [position] for [name] ","3"
"[name] singled up the middle, advanced to [base] on the throw (count)3a [name] advanced to [base], out at home [position] to [position] ","1"
"C. Matthews singled, out at [base] [position] to [position] to [position], RBI (count)3a S. Thomas scored ","1"
"[name] homered inside the park, 2 RBI (count); [name] scored ","2"
"[name] advanced to [base]3a [name] out at [base] [position] to [position], picked off ","1"
"[name] singled, SAC, bunt; [name] advanced to [base]; [name] out at [base] [position] to [position] ","1"
"Harrison grounded out to [position] (count) ","1"
"[name] to [position] for Altamirano, Kevin ","1"
"[name] singled down the [position] line, RBI; [name] advanced to [base]; [name] scored ","15"
"[name] hit by pitch, RBI (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] Jr. scored ","1"
"[name] reached on an error by [position], SF, advanced to [base], RBI3a [name] scored ","1"
"[name] tripled down the [position] line, 2 RBI (count)3a [name] scored, unearned3a [name] scored ","1"
"[name] homered inside the park, RBI ","4"
"[name] reached on a fielder's choice, bunt (count); [name] Richar out at [base] [position] to [position] ","1"
"Ondina struck out swinging (count) ","1"
