"Event","Frequency"
"Haywayd, Buddy grounded out to [position]","3"
"Ballenilla struck out swinging (count)","1"
"Howard, A. singled to [fieldLocation] (count)","2"
"Closner, O to [position]","2"
"W. Hudson scored","1"
"Jarvis Warne singled through the left side","2"
"N Ortiz to [position] for A Cruz","1"
"Robinson struck out looking","1"
"Barrett grounded out to [position] (count)","2"
"MCCAULEY,Dan struck out swinging","3"
"Grable, J. out at [base] [position] to [position]","1"
"Foul tip held","6"
"Benavidez,R advanced to [base] on a wild pitch","1"
"Robinson walked","2"
"WERNEKE, A out at [base] [position] to [position]","1"
"Vosburg,E flied out to [position] (count)","1"
"Reich, A. singled to [fieldLocation] (count)","2"
"McDaniels grounded out to [position] (count)","4"
"Bakst,Dan doubled down the [fieldLocation] (count)","1"
"umpire review confirms out call at home plate on the field","1"
"Sheldon scored","2"
"Jarvis Warne stole home","1"
"C. Walker pinch hit for C. Owens","1"
"DBU protest","1"
"Bartholomew grounded into double play [position] to [position] to [position] (count)","1"
"Proudlove struck out swinging","1"
"Rodriguez grounded out to [position]","3"
"Diving stop up the middle by SS, shoveled to 2B barehand catch and throw dp","1"
"FARMER,Garre flied out to [position] to [fieldLocation] (count)","1"
"Ke. Sullivan hit by pitch","1"
"SNIATYSKI lined out to [position] (count)","1"
"Sroczynski grounded out to [position]","1"
"Beal, S. struck out swinging, out at [base] [position] to [position] (count)","1"
"Stach advanced to [base]","1"
"LOPEZ,Bradly fouled out to [position]","2"
"bowersox steals 2nd, goes back to [base] on batters' INT","1"
"D. Barkley struck out swinging","3"
"WILBURN,Tyle to [position] for EDWARDS,Chri","1"
"M. Arnold grounded out to [position] (count)","1"
"D. Morrow scored","2"
"Fonseca out at [base] [position] to [position]","1"
"Chamberlin grounded out to [position], RBI (count)","1"
"Giss grounded out to [position] (count)","1"
"Stoughtenger lined out to [position] (count)","1"
"LUKE, Bryce flied out to [position] to [fieldLocation]","3"
"K-State Assistant Coach Shane Conlon ejected for arguing in 7th inning","1"
"TARANTINO,Matthew scored, unearned","1"
"SANDOVAL-EST advanced to [base]","4"
"Selke pinch hit for Ghelfi","1"
"MCCAULEY,Dan doubled to [fieldLocation]","1"
"M. Volmer flied out to [position]","1"
"H. Storch flied out to [position]","1"
"Radford doubled, 2 RBI","1"
"I. Santos scored, unearned","1"
"HAMMERS,Matt struck out swinging (count)","8"
"M. Arnold to [position] for G. Benza","1"
"Quintana's single was off wall at 413 mark, but he limped to [base]","1"
"BC challenged the ruling of a ground rule double, call on field upheld","1"
"Rodgers, R. out at [base] [position] to [position], caught stealing","1"
"JOHNSON,Came out at [base] [position] to [position], caught stealing","1"
"Dossen,B scored","1"
"T. Schumache did not advance","1"
"Christophr,R advanced to [base]","1"
"Sloan, Z. grounded out to [position] (count)","1"
"Achecar, F. flied out to [position] (count)","1"
"Carter, G. singled to [fieldLocation] (count)","1"
"Mason Miller out on the play","1"
"Collura, J. singled up the middle (count)","1"
"Faron scored","1"
"Kemper singled to [fieldLocation]","1"
"RodriguezM scored","1"
"Ford to [position]","1"
"BAD HOP BASE HIT OFF INFIELD SEAM","1"
"C. Pepper walked (count)","1"
"Marshall HC ejected","1"
"Dowdy flied out to [position], SF, RBI (count)","1"
"Mayeda struck out swinging","1"
"W. Hudson singled up the middle, RBI","1"
"C. Pack struck out swinging (count)","1"
"Constantine out on the play","1"
"Montano to [position] for Roberts","1"
"CORDOVA-SMITH,Peyton flied out to [position]","4"
"Edwards struck out swinging","1"
"MITCHELL,Mal singled, advanced to [base] on a throwing error by [position], RBI","1"
"J. Soto advanced to [base] on a wild pitch","1"
"W. Costa struck out swinging (count)","1"
"Mueller,J to [position] for Shaw,D","1"
"Mims Jr. doubled down the [fieldLocation]","1"
"Hill walked","1"
"ORTON struck out swinging","2"
"de Wattevill walked (count)","1"
"Tyler Prince out at [base] [position] unassisted","1"
"J. English to [position] for T. Holt","1"
"J. Riffle flied out to [position] (count)","1"
"McDaniel struck out swinging","1"
"MONTENEGR0 grounded out to [position] (count)","3"
"A. Davila to [position]","2"
"Coss scored","6"
"C. Henderson lined out to [position] (count)","1"
"K. Ricks grounded out to [position] (count)","1"
"C. Simoneaux struck out swinging (count)","8"
"I. Santos advanced to [base]","1"
"Tholl popped up to [position]","1"
"Ballard pinch hit","1"
"E. Hildebran struck out looking (count)","1"
"K. Ricks to [position] for D. Ortiz","1"
"Walwyn struck out looking (count)","1"
"Goliday scored","1"
"HAMMERS,Matt struck out looking","1"
"95, 63 strikes","1"
"Etchison struck out swinging","1"
"VALCKE struck out swinging","2"
"**rain delay from 1:22 p.m. 2:02 p.m","1"
"C. Lewis scored","1"
"VALCKE singled through the left side","1"
"Shriners Hospitals For Children College Classic -- Game 1","1"
"GADDIS,Nic singled","2"
"MITCHELL,Mal out at [base] [position] to [position], picked off","1"
"Stading to [position] for Grant","1"
"BROOKS,Willi popped up to [position]","1"
"Line drive that was a knuckleball and off the knee of [base] baseman","1"
"Klohen, A. doubled to [fieldLocation]","1"
"McCOLLUM,Jer to [position] for ANDERSON,Rya","1"
"McAlister, Z advanced to [base]","2"
"M. McGough reached on a fielder's choice to [fieldLocation] (count)","1"
"Ghelfi struck out looking (count)","2"
"Meidl struck out swinging","1"
"UIW HC ejected in the top of the 9th","1"
"Rounder singled to [fieldLocation] (count)","1"
"E. Crawford popped up to [position]","1"
"COSS advanced to [base]","4"
"ball hit batter out of batter's box","1"
"Young to [position] for Basten","1"
"Harrison grounded out to [position] (count)","1"
"Jarvis Warne flied out to [position] to [fieldLocation] (count)","1"
"J. Dingess walked (count)","1"
"Provitt advanced to [base] on a passed ball","1"
"Westerdahl to [position]","1"
"Coleman flied out to [position] (count)","1"
"Bakst,Dan advanced to [base]","5"
"Chamberlin, Jace struck out looking","6"
"UCR head coach Troy Percival visits mound","1"
"UMass Lowell - [number] Ejected in the top of the ninth","1"
"A. Barrios scored, unearned","1"
"Angley-Holma out at [base] [position] to [position]","1"
"Urban advanced to [base]","2"
"Shockley to [position]","1"
"Play is under further review. Call of safe at home upheld","1"
"Mitchell,D to [position]","3"
"SCANLON struck out looking","1"
"Oetting,Mi singled to [fieldLocation] (count)","1"
"Duyao to [position] for Agnes","1"
"Line drive off of Slaten's glove as he was ducking","1"
"GADDIS,Nic out on the play","2"
"swings through front door slider","1"
"MITCHELL,Mal singled to [fieldLocation], RBI","1"
"EDWARDS,Chri to [position] for BREWSTER,Aus","3"
"hard hit yang gb bounces off [position], deflects to 2B at bag, relays to [base], dp","1"
"HALL, J advanced to [base]","1"
"Nelson struck out swinging","3"
"Infield playing in at ciut of grass","1"
"R. Robinette stole [base]","1"
"SCANLON stole [base]","1"
"Mampe reached on a fielder's choice (count)","1"
"Geska flied out to [position], SAC, RBI","1"
"BROOKS,Willi scored","1"
"W. Hudson singled through the left side","1"
"HAMMERS,Matt advanced to [base]","4"
"C. Charman popped up to [position] (count)","1"
"Letein grounded out to [position] (count)","1"
"Kelly grounded out to [position]","2"
"C. Henderson grounded out to [position] (count)","2"
"CSF head coach Rick Vanderhook ejected in the bottom of the eighth","1"
"Przybilla struck out swinging","2"
"UCR head coach Troy Percival visits the mound","1"
"Kozlak struck out swinging, out at [base] [position] to [position]","1"
"Weston reached on an error by [position]","1"
"GADDIS,Nic out at [base] [position] unassisted","1"
"Jarvis Warne singled","1"
"C. Pepper popped up to [position] (count)","1"
"Oetting,Mi singled up the middle (count)","2"
"C. Phelts grounded out to [position], SAC, bunt, RBI (count)","1"
"Bandor,M advanced to [base]","3"
"de los RIOS to [position] for SHULSTAD,Dev","1"
"Gannon grounded out to [position]","2"
"Z Vela singled to [fieldLocation] (count)","1"
"RICH, M stole [base]","1"
"Pattin, B. singled up the middle (count)","1"
"Colon struck out swinging","1"
"JACKSON,Jayl flied out to [position]","1"
"*Play was halted due to severe weather at 9:53 p.m","1"
"Mcintyre scored, unearned","1"
"Previous play is under review (count) ... Upheld","1"
"Edwards fouled out to [position]","1"
"WKU HC John Pawlowski Ejected by HP Umpire Alex Skandalis (count)","1"
"LARUE,Will did not advance","1"
"Slusher hit by pitch","1"
"Grisanti flied out to [position] to [fieldLocation] (count)","1"
"K. Rooklin out at [base] [position] to [position]","1"
"FARMER,Garre reached on a fielder's choice up the middle (count)","1"
"Rodriguez, M hit by pitch (count)","1"
"Mrozek struck out looking (count)","1"
"*dugout interference on the popup down the 3B line","1"
"C. Rodriguez struck out swinging (count)","1"
"T. Childs struck out swinging (count)","1"
"Bakst,Dan advanced to [base], out at [base] [position] to [position]","1"
"T. Baumann scored","1"
"A. Tennant grounded out to [position] (count)","1"
"T. Ruiz grounded out to [position] unassisted (count)","1"
"Dewaine walked","1"
"Rain delay start: 6:52 p.m","1"
"BLANKENBERGE advanced to [base] on a passed ball","2"
"R. Ranie to [position]","1"
"G Harrison grounded out to [position] (count)","2"
"C. Maddox flied out to [position]","1"
"N. Fletcher grounded out to [position]","1"
"M. Irving fouled out to [position] (count)","1"
"Grupa, N. singled up the middle (count)","1"
"Almendarez popped up to [position] (count)","1"
"Hearn. H. to [position]","2"
"Souza-Paaluh flied out to [position] (count)","1"
"Bohlmann grounded out to [position]","1"
"CSU coach ejected for arguing with home plate umpire","1"
"BLANKENBERGE singled up the middle, RBI","1"
"Game was delayed 90 minutes dues to inclement weather","1"
"Hickey pinch hit for Cole","1"
"First official review of the season","1"
"Broadwater singled to [fieldLocation]","1"
"Jarvis Warne grounded out to [position] unassisted, bunt (count)","1"
"SCANLON struck out swinging","1"
"SHULSTAD,Dev to [position] for WALTER,Willi","1"
"Sroczynski popped up to [position]","1"
"D. Morrow tripled down the [position] line","1"
"Sroczynski stole [base]","1"
"BENTON,Chand to [position] for NICOLL,Thoma","1"
"DelSignore walked (count)","1"
"Kemper struck out swinging","1"
"M. Zuniga to [position]","1"
"Koehring,T out on the play","1"
"COCCIADIFERRO, Matt lined out to [position]","1"
"Josh Thompso advanced to [base]","2"
"J. Roth out at [base] [position] to [position]","1"
"StankiewiczD out on the play","1"
"Crose flied out to [position]","1"
"J. Perez walked (count)","1"
"JOHNSON,Came struck out looking (count)","1"
"LOPEZ,Bradly flied out to [position], SF, RBI (count)","1"
"Przybilla scored","1"
"D.Maciejeski struck out swinging (count)","1"
"Huet, S. struck out looking (count)","2"
"Gray-Mathis hit into double play [position] to [position] to [position] (count)","1"
"Chamberlin, Jace grounded out to [position] unassisted","2"
"N Letien reached on a fielder's choice (count)","1"
"Ford struck out swinging","1"
"C. Pepper to [position]","1"
"Nuss struck out swinging (count)","1"
"Embray singled to [fieldLocation] (count)","1"
"Hudson Jr. grounded out to [position]","3"
"Catch in center to end the top of the 8th is reviewed","1"
"D. Pittman fouled out to [position]","1"
"Taylor advanced to [base] on a wild pitch","1"
"C. Matthews doubled to [fieldLocation], 2 RBI (count)","1"
"Angley-Holma scored","1"
"C. Pepper singled to [fieldLocation]","1"
"Grisanti singled through the right side (count)","1"
"WOODALL fouled out to [position] down the [fieldLocation]","1"
"Rodriguez fouled out to [position]","2"
"Achecar, F. scored","1"
"D Maciejeski grounded out to [position] (count)","1"
"Bouley struck out looking (count)","1"
"A. Dowdy struck out swinging (count)","1"
"VERLIN,Nate walked","7"
"P. Mueller struck out swinging","1"
"MSU challenged original call of hit by pitch. Call reversed on review","1"
"Monson flied out to [position] to [fieldLocation]","1"
"S. Thomas out on the play","1"
"Chamberlin, Jace was intentionally walked","1"
"**hit deep to [position], runner beat it out easily","1"
"GADDIS,Nic scored","7"
"Josh Thompso singled","1"
"Vandeventer flied out to [position] (count)","1"
"Klohen, A. walked","3"
"Cardenas, D. grounded into double play [position] to [position] to [position] (count)","1"
"Fannon grounded out to [position] (count)","1"
"*Game entered a weather delay at 4:02 p.m","1"
"R. Ranie stole [base]","1"
"Swiech's final pitch count","1"
"T. Ruiz out at [base] [position] to [position]","1"
"Camberlain, Jace singled up the middle","1"
"Gibson grounded out to [position]","1"
"Previous play is under review","1"
"ROSENBURG, T walked (count)","1"
"D. Elliott out at [base] [position] to [position]","1"
"Camberlain, Jace walked","2"
"RODGERS walked (count)","2"
"Achecar, F. advanced to [base]","2"
"Herschberger walked (count)","2"
"LOPEZ,Bradly walked (count)","1"
"B. Watson scored","1"
"McAlister, Z scored on an error by [position], unearned","1"
"McCOLLUM,Jer to [position] for BENTON,Chand","1"
"T. Gutirrez grounded out to [position]","1"
"BLANKENBERGE singled to [fieldLocation], 2 RBI (count)","1"
"Brady Widema popped up to [position]","1"
"JOHNSON,Came scored","6"
"Rain delay beginning at 8:23 p.m","1"
"Kelow grounded out to [position]","1"
"Smith walked","1"
"Sloan, Z. lined out to [position] (count)","1"
"LoCascio advanced to [base]","1"
"Richie struck out swinging","1"
"Jackson Hugh grounded out to [position]","1"
"NICOLL,Thoma to [position] for SHULSTAD,Dev","1"
"Lightning delay of 0:50 in bottom of fifth inning","1"
"McIlwain,N. singled up the middle, RBI (count)","1"
"Clarke struck out swinging","3"
"Vasquez singled up the middle (count)","1"
"Morris stole [base]","1"
"Weber, B. to [position] for Hebert, T.","1"
"**comebacker to [position], nice snag","1"
"R. Ranie grounded out to [position], bunt (count)","1"
"B. Dean stole [base]","1"
"Lightning delay lasted 57 minutes","1"
"Hit and run","1"
"A. Davila struck out swinging (count)","1"
"G Trevino to [position] for M Hulertt","1"
"UMass Lowell player in dugout ejected, unclear who","1"
"Tholl flied out to [position]","1"
"SNIATYSKI advanced to [base]","3"
"Russel Castl struck out looking","1"
"L. Barker pinch hit for B. Corbett","1"
"initial call confirmed","1"
"Souza-Paaluh reached on a fielding error by [position] (count)","1"
"Comebacker gloved by the pitcher","1"
"J. Johnson struck out swinging","1"
"Libuano, R. out at [base] [position] to [position], caught stealing","1"
"NICOLL,Thoma to [position] for BENTON,Chand","1"
"McAlister, Z advanced to [base] on a wild pitch","1"
"Broadwater out at [base] [position] unassisted","1"
"Tarp rolled out in the top of the 2nd with 2 out and 1 on","1"
"Grisanti stole [base]","2"
"Jarvis Warne fouled out to [position]","1"
"MacCARRICK, Ryan struck out swinging","1"
"Weather Delay due to lightning at 6:12 pm","1"
"J. Harmon flied out to [position]","2"
"Taulbee, M. advanced to [base]","3"
"First Pitch: 6:24 pm","1"
"Robinson walked (count)","1"
"Previous play is under review (count) ... upheld","4"
"Chamberlin, Jace struck out swinging","12"
"I. Rush scored","2"
"53, 39","1"
"103, 69 strks","1"
"Stach doubled to [fieldLocation] (count)","1"
"L. Barker to [position]","2"
"Hanosky advanced to [base]","1"
"Dewaine struck out swinging","1"
"R. Quintanil struck out swinging (count)","1"
"SHULTZ, J struck out swinging (count)","1"
"CORDOVA-SMITH,Peyton grounded out to [position]","7"
"Jarvis Warne grounded out to [position]","4"
"C. Simoneaux advanced to [base], scored on the error, unearned","1"
"Grisanti out at [base] [position] to [position]","1"
"MCCAULEY,Dan flied out to [position], sacrifice fly, RBI","1"
"SCANLON singled (count)","2"
"Berthiaume out on the play","2"
"CAMPOS advanced to [base]","2"
"L. Santiago scored, unearned","1"
"Padilla flied out to [position]","4"
"Outs are set to 3","2"
"Noah Hoth pinch hit for C. Barrera","1"
"MITCHELL,Mal advanced to [base] on a balk","1"
"Libuano, R. advanced to [base]","2"
"Slide by 2B Sporrerm but to no avail","1"
"Gosh to [position] for Randel","1"
"Kaminski flied out to [position]","1"
"Previous play is under replay review (count)","1"
"JACKSON,Jayl popped up to [position]","1"
"Manhattan coach ejected in the 9th inning","1"
"MacKENZIE, Jake singled up the middle","1"
"Hadley, J. grounded out to [position]","1"
"CP coach visits mound","1"
"WERNEKE, A advanced to [base]","4"
"De Los Re, S to [position]","1"
"T. Childs struck out swinging","1"
"Kemper doubled to [fieldLocation], RBI","1"
"Wenberg walked (count)","1"
"Jarvis Warne grounded out to [position] unassisted","1"
"J. Brown advanced to [base]","3"
"Vela struck out swinging (count)","1"
"LOPEZ,Bradly struck out swinging","7"
"BROOKS,Willi homered to [fieldLocation], RBI (count)","1"
"CORDOVA-SMITH,Peyton popped up to [position]","1"
"Mitchell,D pinch ran","1"
"Bandor,M struck out swinging (count)","1"
"Dowdy singled to [fieldLocation] (count)","1"
"MONHOLLEN, J fouled out to [position] (count)","1"
"C. Pepper struck out looking","1"
"Triplett advanced to [base]","3"
"C. Pepper walked","1"
"LOPEZ,Bradly singled to [fieldLocation]","2"
"mc hits sharp grounder to 56 hole, stopped by throw late and wide","1"
"LaSalle head coach David Miller ejected B5","1"
"Driscoll stole [base]","1"
"J. Brown grounded out to [position]","1"
"LUKE, Bryce doubled to [fieldLocation] (count)","1"
"Scott to [position] for Heiman","1"
"I. Santos walked (count)","1"
"de los RIOS to [position] for ANDERSON,Rya","1"
"McAlister, Z singled to [fieldLocation] (count)","1"
"Jarvis Warne popped up to [position] (count)","4"
"JONES singled through the left side","1"
"A. Guillen advanced to [base]","1"
"Lunatto singled to [fieldLocation]","1"
"Quiram struck out swinging (count)","1"
"McIlwain,N. flied out to [position], SF, RBI (count)","1"
"BLANKENBERGE singled up the middle (count)","1"
"D. Elliott struck out looking (count)","1"
"F. De'Jesus walked (count)","1"
"Baker struck out looking","1"
"Lopez, A. to [position] for Lovell, W.","1"
"Mitchell,D reached on an error by [position], bunt (count)","1"
"C. Matthews singled, out at [base] [position] to [position] to [position], RBI (count)","1"
"Hanosky struck out looking","1"
"Mound visit","23"
"LOPEZ,Bradly struck out looking","2"
"I. Rush flied out to [position], SF, RBI (count)","1"
"Wild pitch lodged into catcher Macaay's chest protector, one base awarded","1"
"Blonski walked","1"
"W. Costa to [position] for A. Reed","1"
"Steinborn,G advanced to [base]","1"
"LUKE, Bryce grounded out to [position]","3"
"SHULTZ, J advanced to [base]","1"
"Cleasby grounded out to [position] (count)","2"
"J. Harmon grounded out to [position]","2"
"THAMANN, T struck out swinging (count)","2"
"Josh Thompso popped up to [position]","1"
"J Mihalski advanced to [base]","1"
"C. VanHoore to [position] for P. Woltersdo","1"
"Jamesson grounded out to [position]","1"
"BOGGS popped up to [position]","1"
"First Pitch: 6:00 pm","1"
"LOPEZ,Bradly advanced to [base]","4"
"P. Mueller flied out to [position] (count)","1"
"M. Arnold struck out looking (count)","1"
"P. Wierimaa to [position] for M. Kanitra","1"
"Wilburn advanced to [base]","2"
"Proudlove struck out looking","2"
"TXST [fieldLocation] makes leaping catch to end the inning","1"
"Tanner Gaff out at [base] [position] to [position]","1"
"C. Simoneaux stole [base]","1"
"Game resumred at 2:25 pm for a total delay of 3:50","1"
"Gray-Mathis grounded out to [position] (count)","1"
"Hebert, T. to [position] for Parks, K.","1"
"Grisanti struck out swinging (count)","7"
"Martin flied out to [position] (count)","1"
"Haywayd, Buddy flied out to [position]","2"
"BLANKENBERGE hit by pitch","1"
"Giuliani,D reached on a throwing error by [position], advanced to [base] (count)","1"
"*Play resumed at 6:30 p.m","1"
"Lightning/Rain Delay - First pitch 9:15 p.m","1"
"BROOKS,Willi flied out to [position]","1"
"StankiewiczD struck out swinging","2"
"Leon advanced to [base] on a wild pitch","1"
"K. Butler advanced to [base]","1"
"Eshleman struck out swinging, out at [base] [position] to [position]","1"
"Begg to [position] for Medina","1"
"Rounder to [position] for Cissell","1"
"Embray grounded out to [position] unassisted (count)","1"
"WHALEY flied out to [position]","1"
"Game postponed until 3 p.m. Friday","1"
"Bandor,M flied out to [position] (count)","1"
"HUNT,Perry (count) HUNT,Perry (AJ) doubled to [fieldLocation], 2 RBI","1"
"Rodriguez, M advanced to [base]","1"
"Previous play under review (count) - Runner ruled out","1"
"Boselli Iii scored","4"
"LoCascio grounded out to [position] (count)","1"
"Thomas flied out to [position] (count)","1"
"L. Cassidy pinch hit for A. Tennant","1"
"Angley-Holma grounded out to [position] (count)","2"
"J Banuelos to [position]","1"
"MITCHELL,Mal singled, bunt","1"
"Jarvis Warne lined out to [position]","1"
"Stewart singled to [fieldLocation]","1"
"Pitching coach ejected with 2 outs in top of 6th","1"
"HAMMERS,Matt grounded out to [position], bunt (count)","1"
"C. Phelts advanced to [base] on a wild pitch","1"
"/ for Mathews","3"
"D. Fleming grounded out to [position]","3"
"CARLSON,Dyla to [position] for BENTON,Chand","4"
"Over-the-shoulder catch with back to plate in shallow CF","1"
"I. Santos lined out to [position]","1"
"Cadman out at [base] [position] to [position] (count)","1"
"JOHNSON,Came struck out swinging (count)","1"
"SNIATYSKI struck out swinging (count)","2"
"T. Childs walked (count)","1"
"J. Lindley grounded out to [position] (count)","3"
"ANDERSON,Rya advanced to [base]","1"
"R. Ranie flied out to [position] (count)","6"
"CORDOVA-SMITH,Peyton out at [base] [position] unassisted","1"
"Coleman walked","1"
"Lindsay advanced to [base]","2"
"Wircenske, B singled through the left side (count)","2"
"HANSEL, D to [position]","1"
"C. Phelts fouled out to [position] (count)","1"
"Bakst,Dan singled to [fieldLocation] (count)","2"
"Closner, O struck out swinging, out at [base] [position] to [position] (count)","1"
"Martinez popped up to [position] (count)","1"
"Game began with 36-minute rain delay","1"
"Sharp ground ball through the wickets","1"
"S. Thomas singled to [fieldLocation] (count)","2"
"Closner, O out at [base] [position] to [position] (count)","1"
"GADDIS,Nic advanced to [base] on a wild pitch","2"
"BLANKENBERGE out on the play","1"
"BUSICK, T out at [base] [position] to [position] (count)","1"
"E. Crawford advanced to [base] on a throwing error by [position], failed pickoff attempt","1"
"J. Soto singled to [fieldLocation] (count)","1"
"J. Lewis grounded out to [position] (count)","1"
"Antenan, E. advanced to [base] on a wild pitch","1"
"I. Rush flied out to [position] (count)","1"
"Dewaine stole [base]","1"
"R. Lard struck out looking","1"
"High chopper over mound","1"
"Johnathan Mc doubled to [fieldLocation]","1"
"**Game resumed at 9:18 pm after delay of 2:34**","1"
"C. Simoneaux to [position]","1"
"Berthiaume flied out to [position] (count)","2"
"M. Cadman struck out swinging (count)","1"
"Padilla popped up to [position]","1"
"VT Head Coach ejected","1"
"Richards struck out swinging (count)","2"
"C. Simoneaux out at [base] [position] to [position], caught stealing","1"
"Coleman grounded out to [position]","1"
"**offensive timeout by UC Davis","1"
"O. Reyes doubled to [fieldLocation], RBI (count)","1"
"JACKSON,Jayl struck out swinging","4"
"Blackburn struck out swinging (count)","1"
"TARANTINO,Matthew struck out looking","10"
"Provitt walked","1"
"Comebacker nailed pitcher in the back, recovered for the out","1"
"Prieto,O struck out swinging (count)","2"
"A. Torres out at [base] [position] to [position] (count)","1"
"Herschberger to [position]","1"
"Shockley scored","2"
"D. Pittman walked","1"
"Kolb doubled to [fieldLocation]","1"
"LBSU coach visits mound. Pitches: 33, 26 strikes. Count: 0-0","1"
"GERHOLD struck out swinging, out at [base] [position] to [position]","1"
"Warnimont stole [base]","1"
"Kehrer grounded out to [position]","2"
"H. Babineaux singled up the middle (count)","1"
"Ball fielded by CF Alvarez near warning track","1"
"Blooped behind [base] and [base] basemen down the line","1"
"Posviak, B. grounded out to [position]","1"
"CORDOVA-SMITH,Peyton doubled down the [fieldLocation]","1"
"Glunz pinch hit for Kleszczynski","1"
"Columbia wins game 2 and advances to NCAA regional play","1"
"Brady Widema advanced to [base]","2"
"D. Elliott singled to pitcher, bunt (count)","1"
"Cadman grounded out to [position] unassisted (count)","1"
"E. Crawford to [position]","1"
"Bledsoe reached on a fielder's choice to pitcher","1"
"Benavidez,R singled to [fieldLocation] (count)","1"
"Meisenheimer reached on a fielder's choice, RBI (count)","1"
"LUKE, Bryce to [position]","1"
"Official rain delay duration: Two hours, eight minutes","1"
"Closner, O singled to [fieldLocation] (count)","4"
"H. Storch to [position] for R. Robinette","1"
"S. Thomas scored","2"
"Souza-Paaluh walked (count)","1"
"GADDIS,Nic walked (count)","2"
"Mitchell,D grounded out to [position] (count)","4"
"Game was called following a 2 Hour, 10 Minute rain delay","1"
"LUKE, Bryce doubled to [fieldLocation], 2 RBI (count)","1"
"R. Quintanil singled to [fieldLocation], advanced to [base], RBI (count)","1"
"J. Riffle grounded out to [position] (count)","2"
"C. Simoneaux singled up the middle (count)","1"
"CLAFLIN struck out swinging","1"
"Barker struck out swinging (count)","1"
"Robinson scored","1"
"L. Grizzell to [position] for E. Dopkowski","1"
"JOHNSON,Came reached on a fielder's choice","1"
"CARLSON,Dyla advanced to [base]","2"
"Burnett popped up to [position]","1"
"BROUGHTON advanced to [base]","2"
"BROOKS,Willi pinch hit for MITCHELL,Mal","1"
"Achecar, F. to [position]","1"
"McIlwain,N. singled to [fieldLocation] (count)","1"
"Cissell struck out looking (count)","1"
"J. Reimold struck out swinging (count)","1"
"Blackburn reached on a fielding error by [position], RBI (count)","1"
"Pennes struck out swinging (count)","2"
"T. Baumann flied out to [position]","3"
"Huet, S. walked (count)","1"
"C. Simoneaux singled to [fieldLocation], RBI (count)","1"
"JACKSON,Jayl struck out swinging (count)","2"
"A. Dowdy stole [base]","1"
"Danielson scored","1"
"BROOKS,Willi advanced to [base]","7"
"Clarke grounded into double play [position] to [position]","1"
"Play resumed at 8:55pm following a 38 minute delay","1"
"SANDOVAL-EST walked (count)","1"
"Mitchell,D lined out to [position] (count)","3"
"SNIATYSKI walked (count)","1"
"Lorey struck out swinging (count)","1"
"Barker to [position]","1"
"C. Simoneaux popped up to [position] (count)","9"
"BREWSTER,Aus to [position] for ADAMS,Derric","2"
"Start of game delayed due to rain and lightning","1"
"Stewart walked","1"
"Almendarez out on the play","1"
"C. Simoneaux struck out looking (count)","5"
"C. Rize popped up to [position] (count)","1"
"Spencer grounded out to [position] unassisted","1"
"Dewaine flied out to [position], SAC, RBI","1"
"R. Ranie singled through the left side (count)","1"
"Huet, A. grounded out to [position] (count)","2"
"HAMMERS,Matt scored","1"
"CORDOVA-SMITH,Peyton hit by pitch","1"
"High chopper into SS hole ' Schultz' throw was late","1"
"Haywayd, Buddy struck out swinging","2"
"S. Fannon singled to [fieldLocation]","1"
"There was a 1:18 rain delay in the top of the [base] inning","1"
"Angley-Holma walked (count)","1"
"WERNEKE, A reached on an error by [position], RBI","1"
"A. Pulcher singled to [fieldLocation] (count)","1"
"Constantine lined out to [position] (count)","1"
"N Letien struck out swinging (count)","2"
"M. Garza to [position] for J. Champion","1"
"G. Richards advanced to [base]","1"
"ALLEMANN singled to [fieldLocation]","1"
"MITCHELL,Mal out at [base] [position] to [position]","2"
"Logan, W. fouled out to [position] (count)","1"
"COSS grounded out to [position] (count)","1"
"Game is suspended until 3/14 at 1 p.m. ET","1"
"The game had a 1:57 lightning/rain delay in the bottom of the seventh","1"
"Tony Bova reached on a fielder's choice to [fieldLocation]","1"
"D. Pittman struck out swinging (count)","1"
"DeMarino, G. to [position] for Gilmer, C.","1"
"SCANLON homered to [fieldLocation], 3 RBI (count)","1"
"Alexander flied out to [position] to [fieldLocation] (count)","1"
"Steve Mcshane singled up the middle, advanced to [base] on the throw, RBI","1"
"Tholl struck out looking","1"
"Fletcher struck out swinging (count)","1"
"Yepez lined out to [position] (count)","1"
"Rush struck out looking","1"
"Paschen to [position] for Hansen, D","1"
"LUKE, Bryce flied out to [position], SAC, RBI","1"
"**suspended due to darkness at 6:50 pm. Game will resume 10:30 am on 3/18","1"
"51 minute rain delay in mid 5. Suspended from Saturday to Sunday","1"
"Boselli Iii singled up the middle (count)","1"
"Jarvis Warne singled to [fieldLocation] (count)","2"
"Shockley homered to [fieldLocation], RBI (count)","1"
"HAMMERS,Matt struck out swinging, grounded out to [position] unassisted","1"
"Libuano, R. grounded out to [position]","1"
"Closner, O advanced to [base]","13"
"Gibson out at [base] [position] to [position]","1"
"Russel Castl out at [base] [position] to [position], caught stealing","1"
"BROUGHTON to [position]","1"
"CORDOVA-SMITH,Peyton tripled to [fieldLocation]","1"
"Holliman singled up the middle","1"
"C. Simoneaux singled up the middle","1"
"Hanosky scored","1"
"C. Barrera grounded out to [position] (count)","1"
"MacKENZIE, Jake fouled out to [position]","1"
"Mason Miller singled","2"
"de Wattevill struck out swinging","1"
